reviewTime,helpful,overall,summary,asin,reviewerName,reviewerID,reviewText,unixReviewTime
"04 23, 2014","[0, 0]",5.0,Sennheiser RS120 Headphones,B0001FTVEK,Herb,A20OS4EKLEK2Y8,The shipment was prompt and the product was undamaged.  My purpose for purchasing these was to properly affix them to my TV so I had no problems hearing what was said on the programs. I couldn't get them to work~!  I'm highly disappointed!  For FM/AM they're fine.,1398211200
"12 13, 2012","[0, 0]",2.0,Bad design -,B0001FTVEK,"Herb ""Herb Stiles""",A2BCYH8YN9QHBZ,"The RS120 has great sound but ear pieces are not parallel with each other and angle out towards the back of the head.  Tilt your head down and the headphone falls off. I bet I've dropped mine 200 times in the year I've owned them. However, this does prove they're well built because they still work after all those drops.",1355356800
"12 28, 2011","[0, 0]",5.0,TV Ears saved my parents marriage!!,B0001FTVEK,Hilary,A35HUH1LSMK6I2,"I bought these as a gift for my dad who is always getting yelled at by the rest of the family for the TV volume.  I was a little hesitant because of some of the reviews people had posted, but these work great!! A great set at a great price point!! They were an easy set up, and have been working perfectly since Christmas day.  The only ""issues"" that have been reported are that the ear covers themselves aren't as comfy as they could be for long continual wear, but even that has been reported as a minor issue...Also a second set of headphones would be a good option so you have one charging and one being used.  My mom is happy, my dad is happy...the whole family is thrilled that the TV can be on and everyone else can have a conversation!!",1325030400
"03 13, 2012","[0, 0]",5.0,Great Product!!!,B0001FTVEK,Honest Abe,A2XAQEGNXPIZ9P,"I won't even pretend to get into the technical aspects of these headphones.  I can only tell you they are very simple to plug in and get working and they give you an absolutely great sound!It only took me about ten minutes to get these hooked up to my base amplifier and I had them working in no time at all.  I only had to do some very minor adjustments in order to get a crystal clear signal, which I then could receive throughout my two bedroom apartment.  This means I can now privately listen to any of my source equipment, i.e. DVD Player, TV Set, AM/FM Radio or Record Player anywhere in or near my home.The sound through these is so excellent that several times I had to remove them to assure myself I was not somehow hearing the sound through my external 6 speaker surround sound system. And, I love the convenience of simply placing them on the metal stand/transmitter when I am finishing using them and knowing the batteries will then automatically recharge before my next use.  Additionally, these come with all necessary adaptors so you can hook them up to any standard size input. They are also extremely light and comfortable to wear.In short, this is a great wireless headset system at a very reasonable price.  I could not be happier with these!",1331596800
"06 23, 2011","[0, 0]",3.0,"Close, but no cigar.",B0001FTVEK,Howard Giese,A2V857ZZL1G2CO,"Why does this product have an analog tuning wheel? Digital PLL tuning has been around for decades now, and the base unit only has three frequencies.  It would have been so much better to just have a three position switch on the headphones as well.  And whose idea was it to have that tuning wheel right next to the volume control? I guess I'll eventually remember which is which, unless I return the unit and try again.",1308787200
"12 8, 2012","[1, 1]",5.0,Fantastic,B0001FTVEK,H. Rainey,AXGAMKR1BEJYO,"I needed something to allow me to watch TV and not disturb my wife, as our schedules do not always coincide. This product works GREAT and I have been using it for over a year with no complaints. Highly recommend.",1354924800
"11 4, 2010","[1, 1]",5.0,Excellent product,B0001FTVEK,Hromit,A2T1IDDWHRUYN8,"I used to have a Sony headset - this one is much better in terms of sound quality and reach around the room. The construction is such that the ears get a little warm (because I wear it when I work out) but not uncomfortable and the sound is truly remarkable. The build is solid, charging is easy.",1288828800
"12 1, 2013","[1, 2]",2.0,great at first,B0001FTVEK,Hrvats,A2H5ZMH5TFB9GK,I bought these in 2011 and they were really great at first.  About a year later the right earphone started cutting out when I adjusted the volume.  The problem has continued to get worse.  now looking for something else.,1385856000
"09 1, 2010","[0, 0]",4.0,Stylish headphones that sound great....when they work.,B0001FTVEK,Hunter Tinsley,A1CL49BPIO08AN,"Overall, I enjoy these headphones...they have a few major design flaws though.GOOD-Perfect weight, not too heavy not too light-Actual sound is nice and rich-Charging dock looks neat...and works just fine-Charging dock uses swappable cables(the input is 3.5mm so you can use any cable)-Includes accessoriesBAD-Auto shut off triggers after about 1 minute of silence....then HISSSSSSSSSSSSSSSSSSSSSSSSS-Fair range, static begins after 13 feet.",1283299200
"02 12, 2014","[0, 0]",4.0,Excellent quality and range,B0001FTVEK,"H. W. Fitzgerald, Jr.",A1XCCTKNN1RZMZ,I used this wireless headset for my recordings.  It works great.  A word of caution the headset only work after receiving an input signal.  If they lose the signal they go silent.,1392163200
"05 13, 2011","[0, 0]",5.0,Pricey- but worth it,B0001FTVEK,Ian Fawn-meade,A2OFIA8K8DTXSN,"I wanted a pair of tv audio headphones for $20- because I was happy with the RCA's I had for ten years. My wife bought the expensive ones for me BUT what a difference!The sound quality is fabulous- good base and great high endThe transmitter goes through the house and into the back yard!  (Gardening with tv audio)And they recharge automatically when placed on the base.Terrific system, and I recommend it.",1305244800
"05 24, 2009","[2, 2]",4.0,"Great sound, poor fit. Overall great value",B0001FTVEK,Ian Jennings,A2OLXEMQIWYBKS,"I can concur with the majority of reviews which heavily influenced me in buying these phones. I had previously used wireless RCA and Sony. These R120's are easily the best I've owned and tremendous value, PROVIDING you don't move your head, as they too easily shift and fall off your bonce (London lingo for head...).I was aware this may be a problem, but having a head as big as mine, I thought that would not affect me, but it does! These phones are very comfortable and ideal for sitting or relaxing listening to your sound. But forget doing housework or washing up (the dishes to you yanks!!:).They should have made these to at least have fitted your head so you can move around. So to summarise; if you want great sound, go for these great performing phones, if you want to move your head, forget it! I don't have the hiss problem by the way some people have complained of.I'm still pleased I bought them, the performance is brilliant considering the price.",1243123200
"09 28, 2012","[0, 0]",2.0,Doesn't work with digital audio,B0001FTVEK,icemom,ASYNBS9V9Z6ID,"I really, really wanted this to work. I even bought two headsets, thinking that these would be the solution to our t.v. problems. Unfortunately, the headphones have analog sound jacks and are incompatible with my new t.v.s that have only digital audio outputs (they have analog inputs, though). I went to an electronics store to find out if a digital audio output adapter exists, but the guy looked at me like I was nuts. I had to return both headsets and am still searching for a solution (maybe bluetooth).",1348790400
"05 29, 2010","[0, 0]",5.0,wireless headphones,B0001FTVEK,"Iggy ""&#34;King of the Yellow River&#34;""",A2HCNNHZ2EERZN,"Great Phones, what can I say .  Crystal clear and one can leave the room without compromising anything,  My House is 2 story 4000 sq feet,  Done, hear it any where, Wont be disappointmented. I came back and re-rated it after having used it for some time. I just had to give it a better rating.  Great price. I was Bar-b-cuing and was able to go outside and not miss a step in the movie.",1275091200
"02 1, 2014","[0, 0]",4.0,works great - and is a huge realtionship help for us,B0001FTVEK,"Indygreg ""IndyGreg""",A195NQ6TM56Y5T,"My wife likes to watch TV in bed.  I cannot fall asleep with TV on.  Regardless of what show is actually on.  I cannot seem to tune it out.  Now she can watch and I am not even aware it is on.Very clear sound and decent sound quality.  I say decent as I am a headphone geek . . .so these will not match those.  But for TV and movies?  It is great sounding.  Much better than a bedroom TV is from across the room.I did not give it the 5th star as I do not think they are super comfortable.  They are not uncomfortable, but to me a flat pad is never the best design (as opposed to a donut shaped pad).  But my wife says they are SO comfortable she loves them.",1391212800
"11 8, 2012","[1, 1]",4.0,Good headphones but won't last forever,B0001FTVEK,Informed Buyer,A1539C26K9QX29,"I bought 2 pairs of these headphones for myself and my parents in 2010. Both have lasted about 2 - 3 years before the headsets gave way.I've had some issues with these headsets over the years, primarily the volume controls stop working and need to be cleaned up some rubbing alcohol.After about 3 years the earphones stop working, the clarity is shot in one set and in other set one earphone has stopped working completely.PRO's:Very sturdy, well built feels solidEasy to charge, put it on top and leave itGood sound clarity - very clear sound, it's not a Bose, but for everyday TV use it's perfectGood battery life, lasts for a very very long time on a single charge (more than 10 hours)Easy to setup, and works with a variety of stereo TV connectorsYou can add more headset by buying them and selecting the right tuning frequency - EASY as a pie (I bought 2 more headsets HDR 120 for my wife and mom)They use radio technology not infrared, so I can pretty sit anywhere in the room (or house, I roam, e.g. getting dinner or a phone call etc) and it's crystal clear.CON's:My Sony headphone lasted me longer (5 years and still running strong), the earphones tend to die in about 2 yearsExpensive! - I paid 63 bucks for it in 2010 and now I see its 100 bucks, kinda funny how the pricing is going up for a model that's almost a decade oldIt's radio tech - if you have heavy radio interference in your area it can sometimes interfere with the sound (happened at my parents house), but usually changing the radio frequency works.",1352332800
"04 13, 2013","[0, 0]",4.0,Great for hearing impaired,B0001FTVEK,Inglip,A186R37OQQ8TP1,"Works great, hooks up easily. Great for use with hearing aids to prevent too loud TV.Nice standHang on stand to chargeOn/off on the headset",1365811200
"10 24, 2011","[3, 3]",5.0,Awesome Possum!,B0001FTVEK,"iPWN ""-=[iPwn]=-""",A1QPQZ4XIKLAAA,"These headphones rock my socks off. I can can wear these all over the house and outside and still get clear reception. I bought a second pair of them so the rest of my family could enjoy them. They hold a long charge and will work at great distances.Products to compare this product to include those lame TV ears which can sell for like $200 and they break with ease. You can also compare this to that $20 as-seen-on-tv product.. whatever its called and this blows em both out of the water. If you are interested in buying wireless headphones for your television.. look no further, this is the product you should buy.",1319414400
"11 17, 2013","[1, 1]",5.0,Wireless headset,B0001FTVEK,Jacqueline,A32K205CQEHQGR,My son used these in his apartment to avoid annoying his neighbors and recommended them.  The sound is clear and it is amazing how much I hear on TV that I previously missed.  Love the wireless feature and the charging station.,1384646400
"01 12, 2013","[0, 0]",5.0,So far their great,B0001FTVEK,Jake,ARM4KBBL1QRJC,Hooked them up with a really small amp through the preout on the back of our main amp so my husband can hear without blasting me out. The hook up was a little tricky but works great. The sound quality is good and my husband is really happy with them so far.,1357948800
"10 26, 2007","[0, 0]",5.0,Great product for the money,B0001FTVEK,Jake,AHFU9QC154G2S,"Product works great, and sound quality is excellent. Unless you get a defective set, I don't see how you could be unhappy with these.",1193356800
"10 23, 2009","[0, 0]",4.0,Not for a quiet office.,B0001FTVEK,James Hall,A1PIXSN84X348F,"I got these for the office.  I wanted wireless ones as chords and armchairs are a dangerous mix.  I like them, but I still wish I went for the 130 or 140's, as they seem to have more sound isolation.Pros:They are very comfortable, easy to use, low maintenance.  Sound decent, clear.Cons:They bleed a lot of sound (poor sound isolation), so if you work in a quiet office, everyone will be listening with you.  Not a lot of bass, especially for large headphones.Summary:Absolutely worth the $60 I paid for them.  Not ideal for quiet places or audiophiles.  Spend the extra money.",1256256000
"12 30, 2011","[1, 1]",4.0,Sennheiser Wireless Headphones,B0001FTVEK,James L. Dooley,AEV34C745C0FH,The wife and I are very pleased with the headphones. She likes to listen to the TV a bit loud and when I am in the other room - it annoys me. Problem solved and the sound is so much better than my Flat Panel Screen TV. You want be sorry. Don't worry - it recharges itself. I did much research before buying. Amazon had the right price and free shipping. Hope this helps.,1325203200
"07 9, 2014","[0, 0]",5.0,Excellent option for headsets that can be tuned to any one of 3 base transmitters.,B0001FTVEK,"James L. Thurman Jr. ""JLT""",A10Q5NWHX3Z9T1,"Have a total of 3 of these headsets. The base gets audio through a 3.5mm stereo plug that you plug into an audio source such as a TV or stereo. The base has a 3 position switch to select one of 3 frequencies to transmit on. The headset has a power switch on the left ear cup and two pots (dials) on the right cup. One for volume and one for frequency. The frequency adjustment spans all 3 frequencies that the base can transmit on. You set the base for one of the frequencies and tune the headset to the same frequency. If you want the headset to listen to audio being transmitted from another base you can adjust the frequency on the headset to the other transmitter. The base charges the headset's batteries through the two chrome wires that it sits on. Don't have any problem with contacts between the headset and the base unit for charging. The batteries in the headset are easily replaceable, rechargeable AAA's. Audio quality quite acceptable for TV audio. Headsets aren't very position sensitive so don't have a lot of trouble with noise from having the headset in a certain position. Have proven to be quite reliable.",1404864000
"03 11, 2014","[0, 0]",4.0,good headphones,B0001FTVEK,James M.,A2KJ7WR3TXYXUP,these took a little longer than expected to arrive but they did and they are ok. they do the job they are made for. the wife is real happy when I use them.,1394496000
"01 8, 2013","[1, 1]",5.0,I love it!!,B0001FTVEK,James Norris,AW0TECY1TN9GE,"This product works great.  NOTE~~~  If you have not messed around with audio in a few years and you have a relatively new flat screen TV you will need an adaptor.  In short, Flat screen tv's today use an optical connection and the sennheiser uses RCA jacks.  You will have to purchase a RCA to optical converter in order to plug this into your television.  Here is a cheap one. [...]",1357603200
"10 4, 2013","[1, 1]",2.0,Not great,B0001FTVEK,James Soukup,ABMSLII8V1XO6,These are not the best wireless headphones.  There is static when you listen to them and the range isn't very far.  They slip off my head easily but they are comfortable when they aren't falling off.  Wish I would have bought a different pair but now I'm stuck with them.  I don't even use them really since they're not the great.,1380844800
"12 23, 2012","[0, 0]",4.0,Works Great,B0001FTVEK,James White,A3H9XHE40U4MT1,"Good sound quality (Sennheiser products are 1000 times better than Bose).  Signal transmits well through my cabinet, can adjust the frequency and the volume from the headphones themselves without getting up.  Only problem with them is they are a little stiff so if you move around a lot, they can fall off. Otherwise fantastic.",1356220800
"05 19, 2011","[0, 1]",2.0,Annoying Design Features(?),B0001FTVEK,"Jam Man ""jammin""",A2MWY23VOAXSPW,"Sennheiser has a great reputation for headphones which really adds to my disappointment for this particular model.Good points:1) very convenient way to recharge headphones2) replaceable batteries3) good sound qualityBad points:1) annoying beeps - when you turn it on/off & when you're not receiving an audio source.  Is this a design fad?Everything from microwave ovens to cars have annoying indicator beeps or honks these days.  At least allow the (intelligent)user to turn down and turn off the beeps.2) can't turn the volume all the way down - you still hear sound at the lowest volume level.  So when I'm watching TV andwant to cut the volume for commercials, I have to turn off the headset (BEEP!) to completely cut off the sound.  And whenthe program comes back, I have to turn back on the headset (BEEP!) to listen again.  What a moronic design!!!The bad (and unforgivable) points outweigh the good for me.In contrast, I have great IR headphones from Pioneer (SE-DHP800) that don't have the beep and volume problems.  The only drawbackis that I have to remain in line of sight of the transmitter since they're not RF.",1305763200
"01 18, 2014","[0, 0]",5.0,Wireless ears for peace,B0001FTVEK,Jane Pajak,A2EUQXY0FSPLND,"Bought these for mom, while visiting, as she would not say when she could not hear. Now she has control. These are so much better than the TV ears bought a few years ago. Batteries are replaceable with standard sizes (not so with TV ears). Installation was a simple, no interference that we read about in other reviews. Headphones are comfortable to wear.",1390003200
"12 19, 2011","[0, 0]",2.0,"The controls are too difficult to work and the ""tune"" control goes on and off.",B0001FTVEK,Janet,A17FYFDILT57M0,"I have had a lot of trouble with the controls.  When it's set properly, the headphones sound great!  It's just difficult to get them set there.  Also, when there is no signal (before a video comes on or after it's done) the headphones hiss loudly.",1324252800
"03 24, 2011","[5, 7]",3.0,Wireless headphones,B0001FTVEK,"Janet Lirette ""Janet Gleason""",A1P9YZK0D837QO,"I read all of the reviews and bought these headphones.  I knew the Sennheiser name so felt I would be on the right track.  I have 3 pair of headphones.  A pair I bought at Radio Shack 5 years ago for $27 (bedroom), which died and is the reason for my purchase.  I also have the Sony headphones for $150 (TV room).  These cost $75 (bedroom).  My $27 headphones were the best in every way; sound, no problems, always worked.  Radio Shack no longer has the headphones.  When I first got the Senn headphones they worked 50% of the time and it was very frustrating.  We found out that when we had them plugged into the back of the TV (brand new LCD TV), that was the reason for them working only 50% of the time but when we plugged them into the back of our DVR, they work 100% of the time and we have had no more problems.  The only thing I don't like about these headphones is that they are not comfortable and fall of my head easily.  I didn't know they weren't the type that covers the whole ear.  The type that covers the whole ear are the most comfortable and the sound is better because your ear is encased.  Also they don't fall off.  When I'm sitting in bed watching TV with my head against a couple of pillows, it moves these headphones forward slightly off my ears and the sound is not as loud.  As for recommending these headphones, I would say get the headphones that cover the ear whatever brand.",1300924800
"07 2, 2014","[0, 0]",5.0,Five Stars,B0001FTVEK,Jan Hasik,A2R38DKWTNO6TB,Fast delivery and working great! Recommended!,1404259200
"02 7, 2014","[1, 1]",5.0,Great Headphones!,B0001FTVEK,Janice L. Piatt,A861I2GALASS5,Bought these for my husband who has trouble hearing the dialogue on many shows.  These headphones have such great stereo sound.  You can even go to another room and not miss out on the action.,1391731200
"01 22, 2011","[1, 1]",4.0,Almost five stars,B0001FTVEK,"Jarbas MacIel ""jerrymac""",A3QTE14UBIXTE8,"Read about and compared online various wireless mikes, tried a Sony and Acoustic Research and returned both. The Sony I bought (even though not top-of-the-line), I expected decent service for $70.00. Since it was an infrared signal, my hands, my dog, even my feet obstructed the path of signal... forget range. The AR was somewhat more decent, sound was good, bass and overall sound was clear, range was the problem. On the other hand, Sennheiser RS120(again not top of the line ) but what an astounding difference...Plenty of bass, I have the charger/transmiter mounted behind my TV and still no interference in the transmission. I can go upstairs, closed doors and still the sound is excellent. I experienced a slight hiss once and got it corrected with the tuning button and volume combination. I can only imagine what the $300+ units will do. For me this is the end of my search. The only drawbacks on this unit and what prevented me from giving it a all-around five star was the fact that it slips off my head if I bend down to pick up anything, the headset is too bulky and the charger is a little too tall. The design of the charging rods could've been somewhat shorter, more compact and the overhead band also. Other than that, this is a supperb unit for the buck. Buy one to experience the best.",1295654400
"11 30, 2007","[1, 1]",2.0,poor reception quality,B0001FTVEK,J. Axup,A3RMXIGIH1G9K7,"I had high expectations for this product given the Sennheiser brand. The charging cradle is very usable and the headphones are a comfortable fit. The device offers 3 transmission frequencies to choose from (which are public by the way). In the office we had issues of two people with similar headphones trying to use the same channel. But the main problem I have had is sound quality and interference with other devices. In the office we have the typical array of other electronic devices. Same thing in my apartment. In both locations the headphones produce a ""wine"" or ""hiss"" noise when the head is oriented at a certain angle relative to the base station. I had this happen at both locations. It is annoying enough that enjoyment of music is consistently degraded. I mailed Sennheiser about the problem and received no response. I have purchased a pair of A2DP bluetooth headphones which are much better sound quality, with no hiss - too bad they don't have as nice of a recharging station. If you have any other electronics in your listening environment I don't recommend purchasing the sennheisers.",1196380800
"01 11, 2007","[3, 3]",3.0,Noisy and Bulky,B0001FTVEK,"Jay C. Coppola ""JayCo59""",A29OV4E1CJ3VRZ,I found these headphones to be acceptable but they had a lot of white noise and are a bit larger then I was expecting.  They work fine and the volume and tuning controls on the ear piece are nice.  The charging cradle works well although you need to retract the ear cups back into the head piece to get it to balance on the recharging bars.  If they were a little more quite I'd give them a 4 and if a bit less bulky they'ed get a 5.,1168473600
"05 17, 2014","[0, 0]",5.0,Very Clear Sound,B0001FTVEK,Jayebee,A2236W0X2LTB7J,"These headphones do everything that they advertise.  They provide clear, crisp, wireless sound.  Watching TV, in my house, has always required the sound turned up (because of my hearing impairment) or close-captioning, both of which are displeasing to my wife.  I have tried other headsets but this one provides the clearest sound.  And, being RF (Radio Frequency) I can go anywhere in the house or yard and still listen to my programs.  I can also watch TV while my wife reads, without disturbing her.  I would recommend these headphones to anyone.",1400284800
"03 12, 2014","[1, 1]",2.0,Uncomfortable,B0001FTVEK,Jay Jaquet,AC907I1UUV9FN,"Before buying, I went to a store and tried on what appeared to be a similar pair of Sennheiser's in the same price range . . . they were just fine.  The RS120 was a completely different fit -- and definitely for the worse.  The range, however, is as advertised -- as long as the batteries are fairly fresh.",1394582400
"10 24, 2011","[2, 2]",5.0,Dick Morrison's review of Sennheiser RS120 926 MHz Wireless RF Headphones,B0001FTVEK,Jay Morrison,A1RMCURE04M2NM,"I love them.  What I like best is the engioneering genius that whet into the design.  There are no batteries to replace. Since it recharges while sitting in it's storage cradle, there are no plugs to plug in.  When you are finished using them, you simply replace them in their storage cradle, and the storage cradle doubles as the transmission antenna.  The sound is good, although I don't demand or are able to detect perfect sound. I'm happy with the sound quality.  The earpieces are a bit hard, made of firm foam rubber, and become uncomfortable after a few hours of wearing them. Sometimes I will use them for 8 to 10 hours straight without the two AAA size rechargable batteries become weak.  After that I put them on their cradle and go to bed.  You don't have to worry about over charging them, so you can just leave them on the recharging cradle until you are ready to use them again.  Because of the brilliant design I have no idea how long one can go without recharging them.While they advertise around 250 feet transmission distance, I start picking up static when more than 100 feet from the transmitter. The tacktic of changing between the three transmission frequiences doesn't make any difference on that, all three frequencies pick up static when more than 100 feet from the transmitter.",1319414400
"05 9, 2013","[1, 1]",2.0,Difficult to tune; lots of background static noise,B0001FTVEK,Jay Rum,AAFL23ZBVK0U0,"I needed an headset for my workplace, and I was initially very excited about the design of this headset and its super convenient recharging base. Also, I noticed that it was possible to buy additional headsets, so I thought that it would be a great product.However,  I was disappointed! The headset and charger have 3 different possible channels. I tried all of them, and couldn't obtain a clear audio signal on any. If you play loud music, it won't be too noticeable (because it will drown the noise); but during silences (or when playing more &#34;subtle&#34; music), you will hear significant background static noise.I thought that it could have been Wi-Fi interference or something like that (we have lots of wireless networks at my workplace), but the headset is supposed to be 926MHz and Wi-Fi is 2.4GHz (and 5Ghz), so unless the headset is poorly shielded, that shouldn't have been an issue... In doubt, I'm giving it 2 stars, but I returned it anyway.",1368057600
"02 16, 2009","[0, 0]",2.0,Disappointing,B0001FTVEK,JB,AOL9VAFOCYCJZ,I really wanted to like this product but it just does not perform up to expectations. Despite increasing the gain on the receiver there was a hiss you could never escape. The sound quality was OK but hardly analytical and detailed as described. The high and very lows were good for headphones but the midrange is muddy. Pop rock sounds great but more demanding music ties it up in knots.The one fatal flaw though is the volume auto adjust if you dont have music playing all the time you can get a sudden painful blast of noise. This is the main reason I rarely use it.I did let the headphones 'burn in' for 40 hrs before coming to a conclusion it does help but but it is hard get over the problems with the wireless equipment.,1234742400
"01 10, 2006","[42, 44]",3.0,"Great Sound Quality, Poor Fit",B0001FTVEK,JBJ,A3TZ7WC1MN5R70,"I was impressed with the sound quality. The background hiss that others have complained about is virtually unnoticeable when the headset is properly tuned. The charger is as easy is placing the headphones on a stand, and the range is fantastic. I can listen from anywhere in my house or on my property.My set came with an RCA to mini adapter (look through your box carefully, it's taped to the underside of a cardboard insert), but the adapter has a very wide base which made it impossible to plug directly into a television that has a recessed headphone plug. An extension I had on hand resolved that problem.My biggest gripe is the insecure fit. I like snug fitting headphones, but these are very loose. Bending, stooping, or exercising results in frequent adjustments and constantly steadying to keep them on your head.",1136851200
"02 8, 2014","[2, 2]",5.0,Best headphones yet,B0001FTVEK,"J. Boyd ""Gadget""",AE0OVRH9IHWMQ,"After several failed sets of junky TV Ears, I finally switched over to RF headphones.  They phones have a great range, I tested them at 100' away and the signal was just as clear and crisp as if I was still standing in front of the transmitter. Battery life is excellent, as I only have to charge them about once a week.  The only downside to these is that they are a little bit heavy, and don't fit as tightly on my head as I would like them to.  Since I don't really move around a lot with them on, that isn't a major drawback.",1391817600
"06 27, 2014","[0, 0]",5.0,Sennheiser RS120,B0001FTVEK,"jbroc ""jbroc""",A1ESOTW35R2IEZ,"My Brother in law has one----he paid almost $90 for his; I bought one described as just like new, and it was.  I paid about $60 delivered & on time.I didn't notice or read about the 3 channel selector, but he told me of it, That got it going perfectly.  Good quality, sound has no static, signal carries anywhere in the house.  Would recommend to anyone.",1403827200
"10 19, 2010","[2, 2]",5.0,"Awesome buy, Quality Product!",B0001FTVEK,J. Chong,AQ9GW6K3UW85R,"I bought this product becuase I had a need. I needed to be able to listen and watch TV & DVD/Bluerays without disturbing anybody in the house, while they were either reading, sleeping. This product is perfect, I have had it for a few months now and I love it, and use it all the time. It does exactly what it says and its awesome quality. The sound comes through clear and crisp and I love it!",1287446400
"01 28, 2014","[0, 0]",3.0,COMFORT???,B0001FTVEK,J. Clair,A2H5MB40X1FZJ,These headphones work fine so far. They were a christmas gift for my wife. She has not had any signal interference and the sound is very good.Only 3 stars because they are not as comfortable to wear as she would like and I agree. The head band is kind of flat because of the design to fit the charging stand.,1390867200
"03 4, 2014","[0, 0]",4.0,"Warm!... nice for winter, not so nice for summer",B0001FTVEK,"J. Copeland ""JCinLV""",A2K6CDQ9HZ359G,"These are nice wireless headphones.  I don't like to miss a bit of dialogue in a film or dramatic TV show, and I have a bit of a high-tone hearing loss. These headphones allow me to pick up nuances in conversations in movies and on TV without having to re-play things I didn't quite get (which annoys my wife, who probably didn't get it either but just doesn't seem to care like I do)The one thing I hadn't considered is that these are like ear muffs... and in the summer they get really warm(hot!) I don't know if they heat up from the electronics in them or if it is just because they hold the body heat in... but I think I need to consider some kind of wireless ear buds in the future as these are just too warm for the summer.",1393891200
"08 9, 2009","[1, 1]",5.0,Best choice,B0001FTVEK,"J-Dawg ""J-Dawg""",A1RTXQSNI2JPOK,"I bought these at sears, $49.oo on sale. I did a lot of research first & found that users liked these. I work in a huge office complex and I can go all over the building w/ these. when you get about 50 to 75 feet the signal fades a little and may get a little clicking noise. for the most part they are awesome. if you have to work 25 plus feet from the transmitter you may get occasional fade but they are better than anything else in this price range.",1249776000
"12 13, 2013","[1, 1]",5.0,Good set of headphones,B0001FTVEK,J. Dixon,A19CQDHVL2K16N,"These have good fidelity and fit comfortably. The range is good. Sometimes the charging light just goes out even when headphones are properly placed on the charger. But, holds good charge lasting for several hours. Good craftsmanship and good value at Amazon.",1386892800
"01 9, 2008","[0, 0]",5.0,Works as advertised,B0001FTVEK,J. Duncan,A1VUFUAD94QX4V,I bought two of these for my wife and I so we can watch TV and not disturb our kids...or visversa.  Hookup was very easy with powerhooked up for both stands to charge each headset...and one stand hooked to output from our home audio which transmits to both headsets.  Sound is mostly clear even when going to other rooms in the house.  Headsets are comfortable to wear as well.  I bought a single headset last year...Acoustic Research or something like that...that did not work nearly as well as these...I highly recommend these...especially in light of their reasonable price.,1199836800
"02 9, 2009","[0, 0]",5.0,Great product,B0001FTVEK,"Jeffrey P. Hayward ""Jeff""",AZL8B7D8GMB2Q,"Sennheiser headphones are the best. Bought 2 pairs, one for the bedroom and one for the living room. I can walk all over the house and listen to the tv. It's like having a mini surrondsound system on your head, every audio detail is amazing. The other nice thing is I can tune in either tv on the headsets in case I want both headsets on the same tv. These are well worth the money.",1234137600
"03 16, 2013","[2, 3]",2.0,Maybe this is good for wireless but really disappointing,B0001FTVEK,"Jeffrey Pittman ""Jeff""",A3JV071KO43Q5X,"With a zillion reviews posted this is probably a waste of time but here goes.  Way back in the day Sennheiser meant innovation, awesome sound, great value, so I expected to be blown away by these.  I wasn't.  Maybe I've been spoiled (my house and my current and previous cars have or had subwoofers) but I thought the bass was puny.  The hiss was disconcerting even after reading a review that nailed the problem as automatic level control (ALC) kicking in.  I also noticed distortion, lots of it, in the mids and highs when cranking up the volume.I thought the problem must be on my end so I tried different sources...an iPod Touch, a Windows PC, another Windows PC, a rooted Nook Color (essentially an Android tablet).  Tried different genres...Debussy, M83, Type O Negative...some blazing loud passages, some nearly silent.Then I tried some cheaper wireless phones that I've had for years to listen to podcasts @ work (Audio Unlimited SPK-9110).  No hiss, a lot less distortion but the bass was weak with them too.So I dug into my airline carry-on bag and found an old set of JVC HA-NC80 noise canceling wired phones.  I don't remember what I paid but I do remember that they were relatively inexpensive.  I put in a fresh battery and tried them out and WOW - they blow the Sennheisers away in every respect.  Actually they sounded best with the noise cancelling entirely off.  I also compared my MEE HT-21 phones but while they are excellent for use on an airplane, they just don't have the bass response I want on the ground.I'm going to return these Sennheisers.  As much as I'd like wireless phones for my purpose it seems crazy to give up bass response and endure hiss and distortion.  So I guess my recommendation is to think seriously about how badly you need wireless.  If all you want are podcasts and TV, the Audio Unlimited model I mentioned will do the trick very well for a lot less money (just replace the cheap rechargeable AAA batteries it comes with before you even charge it up for the first time).I'm really surprised that I'm having unkind things to say about a Sennheiser product.",1363392000
"12 14, 2008","[0, 0]",5.0,Sennheiser RS120 Headphones Work Great,B0001FTVEK,"Jeffrey S. Lewis ""Jeff In Spanish Lakes""",A1JETY12YXNJZX,Sennheiser RS120 926 MHz Wireless RF Headphones with Charging CradleGreat sound quality.  Strong wireless signal throughout our house.  Seems high quality.,1229212800
"09 21, 2013","[0, 0]",5.0,Cuts down on noise in the living room,B0001FTVEK,"Jeffrey Stark ""gallant205""",A8DV5O0AE04R1,"Initially after reviewing Reviews I was worried, but optimistic.  We love these headphones.  Just one thing should have been noted in the docs: that if you change the volume through the headphones to nothing for a few minutes, like pausing a video does, a loud hiss comes out of them!  A web search turns up that you must undo the pause and then change the volume level at the remote, and the hiss goes away, back to normal operation.",1379721600
"06 8, 2013","[0, 0]",3.0,Just ok,B0001FTVEK,Jennay,A9298U7GYVQG4,"It didn't work in my tv becuase it has an optical outlet....gosh I can't even remember.  Just make sure this connector will connect to your tv.  Mine was a pain in the booty to set up.  I ended up having to buy a converter and another cable for an extra $30.  It is a good signal, not great.  The actual headphones are a little uncomfortable.  Just ok.",1370649600
